review_id,text,label,sarcasm,version,source,language
acd13688-4346-4464-9e6a-c99618fcf6d6,ไม่ได้ดีทุกอย่าง ดูแล้วติดเลย ซีรีส์คอมเมดี้. ลุ้นดี / เพลงดี.  แนะนำให้ดู. ไม่ซ้ำละสุดๆ,Positive,False,noisy,synthetic_netflix_like_thai_3class_hard,th
d707b30c-51c4-49e5-913f-66c336bc7c24,สนุกมากสำหรับแนวทริลเลอร์. บทพูดโอเค / ภาพดี / แต่คือ งานภาพไม่ช่วย.  โดยรวม แนะนำให้ดู. โอเคอยู่ 😊,Positive,False,noisy,synthetic_netflix_like_thai_3class_hard,th
dd258800-415a-47df-98d5-031ffd2a863f,ไม่ถึงกับดูต่อไหว ดูแล้วรู้สึกเสียเวลาไปหน่อย. พล็อตน่าเบื่อ / เพลงไม่เข้ากับเรื่อง. ตอนท้ายทำดีขึ้น. ไม่แนะนำเท่าไร. หลุดง่าย,Negative,False,noisy,synthetic_netflix_like_thai_3class_hard,th
29df4cc9-23a2-4430-a41e-77f997e077a7,หนังคอมเมดี้เรื่องนี้ดีเกินคาด. พล็อตดี / ตอนจบดี / แต่คือ บทพูดเฉยๆ.  คุ้มเวลา. vibe,Positive,False,noisy,synthetic_netflix_like_thai_3class_hard,th
9089cc7f-597c-411e-80cb-9401c86d4b35,หนังแนวโรแมนติกเรื่องนี้ไม่ค่อยไหว. ยืดมาก / จังหวะแปลกๆ / แต่ก็ ซาวด์โอเค. ไม่ซ้ำละ 🙄,Negative,False,noisy,synthetic_netflix_like_thai_3class_hard,th
29e35713-63fa-45e0-84d9-c3309af07436,ไม่ถึงกับสุดยอดทุกจุด สนุกมากสำหรับแนวแอคชั่น. / งานภาพสวย / ทว่า จังหวะพัง. แนะนำให้ดู. โอเคอยู่ ✨!,Positive,False,noisy,synthetic_netflix_like_thai_3class_hard,th
09db70a7-192e-4c49-b5aa-f5a225281f2f,สนุกม้ากสำหรับแนวไซไฟ. จบอิ่ม บทพูดดี / ทว่า มีช่วงเนือย. สำหรับเรา คุ้มเวลา. อย่างจอย 😊,Positive,False,noisy,synthetic_netflix_like_thai_3class_hard,th
e6f5fd43-d06a-4658-bb2a-1dafb20cb355,ไม่เพอร์เฟกต์นะ ซีรีส์แอคชั่นเรื่องนี้ดีเกินคาด. เพลงดี / จังหวะดี / แต่ก็ จังหวะปกติ.  ดูจบแล้วอยากดูต่อ.,Positive,False,noisy,synthetic_netflix_like_thai_3class_hard,th
08b57130-4776-415b-ac12-7dba6b0cacfc,สนุกมากสำหรับแนวสืบสวน. บทพูดคม / พอดี. บางจุดงงๆ. คุ้มเวลา.,Positive,False,clean,synthetic_netflix_like_thai_3class_hard,th
299acc1f-7f2b-4491-9484-cd744dbebd0e,สารคดีโรแมนติกเรื่องนี้ดีเกินคาด. พล็อตดี / ภาพดี / แต่ว่า จบไม่เคลียร์.  ดูจบแล้วอยากดูต่อ. plot555,Positive,False,noisy,synthetic_netflix_like_thai_3class_hard,th
e43f5349-0afb-4cc0-bed2-19d6d1a7afb3,ดูแล้วรู้สึกเสียเวลาไปหน่อย. จืด / เดินเรื่องย้วย / ทว่า สั้นไปนิด. ตอนท้ายทำดีขึ้น. ไม่แนะนำเท่าไร. เฉยๆ 😒,Negative,False,noisy,synthetic_netflix_like_thai_3class_hard,th
7e3bf20f-4b45-43b0-9bc3-fe0226a5b6d9,ทำถึงม้ากกก (แต่…) ไม่เพอร์เฟกต์นะ สนุกม้ากสำหรับแนวไซไฟ. ตอนจบดี / กดดันดี. บางจุดงงๆ. คุ้มเวลา.,Positive,True,noisy,synthetic_netflix_like_thai_3class_hard,th
6c19e082-5f99-477d-a770-49486bd272c6,หนังแอคชั่นเรื่องนี้ดีเกินคาด. ตอนจบดี / ลุ้นดี.  คุ้มเวลา. ending 😊,Positive,False,noisy,synthetic_netflix_like_thai_3class_hard,th
d70ebaef-b767-469e-a060-5b5e9a79e852,ไม่ถึงกับสุดยอดทุกจุด สนุ๊กมากสำหรับแนวทริลเลอร์. นักแสดงดีมาก / จบลงตัว / แต่ก็ ไม่เข้มข้น.  แนะนำให้ดู.,Positive,False,noisy,synthetic_netflix_like_thai_3class_hard,th
f09c3f1b-e8b4-4233-befc-fe4ae054479a,ไม่ถึงกับดูต่อไหว หนังสืบสวนเรื่องนี้ผิดหวัง. นักแสดงแข็ง / ซาวด์รก / ทว่า ตอนจบเฉยๆ. ช่วงกลางแอบย้วย. ไม่แนะนำเท่าไร. 🤦,Negative,False,noisy,synthetic_netflix_like_thai_3class_hard,th
c9c55deb-0855-46d9-93c3-f16bcf18aa84,อนิเมะแนวสยองขวัญเรื่องนี้ไม่ค่อยไหว. ดูแล้วสะดุด / ภาพดูไม่ดี / แต่ก็ มีสะดุดบ้าง.  ไม่ผ่าน.,Negative,False,clean,synthetic_netflix_like_thai_3class_hard,th
291f5517-f4b9-4baf-ae54-9013fc3bc74a,หนังแอคชั่นเรื่องนี้ดีเกินคาด. จบลงตัว / เล่นดี.  ส่วนตัวนะ แนะนำให้ดู. plot 🔥,Positive,False,noisy,synthetic_netflix_like_thai_3class_hard,th
b0bb6eaf-5f36-48f0-9ce4-02a7883a88ad,อนิเมะดราม่าเรื่องนี้ผิดหวัง นักแสดงแข็ง   จบไม่เคลียร์  ถ้าใครชอบแนวนี้ คงไม่ดูซ้ำ,Negative,False,noisy,synthetic_netflix_like_thai_3class_hard,th
342f153a-fdbc-4b3f-9c75-c2d38e0837d2,สารคดีสืบสวนเรื่องนี้ดีเกินคาด. กดดันดี / โทนภาพดี / ทว่า เนือย.  ดูจบแล้วอยากดูต่อ.,Positive,False,clean,synthetic_netflix_like_thai_3class_hard,th
bd025b43-6a46-468d-af75-c3c8ca5c0352,สารคดีสืบสวนเรื่องนี้ผิดหวัง. จืด / พล็อตน่าเบื่อ / ทว่า ซาวด์ดี.  ไม่ผ่าน.,Negative,False,noisy,synthetic_netflix_like_thai_3class_hard,th
fa74f0c3-a953-4bdd-81de-378508368265,ไม่แย่แต่ก็ไม่ปัง สารคดีดราม่าเรื่องนี้โอเคนะ. จบแบบ…ก็ได้ / จังหวะปกติ.  ผ่านได้. พอได้อยู่ acting 🫠,Neutral,False,noisy,synthetic_netflix_like_thai_3class_hard,th
cfef32d8-0802-477b-97b9-44fb5f5dc304,ม่ายด้ายดีเลย ซีรีส์แนวแอคชั่นเรื่องนี้ไม่ค่อยไหว. ตอนจบพัง / ภาพดูไม่ดี / แต่ว่า โทนภาพดี.  ไม่แนะนำเท่าไร. 🤦,Negative,False,noisy,synthetic_netflix_like_thai_3class_hard,th
5b1020d1-4903-4768-99ee-4031e59d4e2d,ม่ายด้ายดีทุกอย่าง สนุกมากสำหรับแนวสืบสวน. ภาพดี / เล่นดี.  ดีงาม. ✨,Positive,False,noisy,synthetic_netflix_like_thai_3class_hard,th
0a8e28a9-095d-4cf0-8977-abded36ef584,ไม่ได้ดีขนาดนั้น อนิเมะโรแมนติกเรื่องนี้โอเคนะ. เล่นได้ / จบกลางๆ.  เอาไว้เปิดเพลินๆ.,Neutral,False,noisy,synthetic_netflix_like_thai_3class_hard,th
dd8d8b81-76d1-4ba7-b661-61677c4ce0b1,สุดยอดมากค่ะ 🙄 ไม่ถึงกับดูต่อไหว สารคดีดราม่าเรื่องนี้ผิดหวัง. แคสต์ไม่ค่อยได้ / ดูแล้วสะดุด / แต่ก็ จบอิ่ม. ไม่แนะนำเท่าไร. 😤สุดๆ,Negative,True,noisy,synthetic_netflix_like_thai_3class_hard,th
bbd1f723-2ca1-4f7f-b4b8-b8a6567e9578,ดูแล้วติดเลย ซีรีส์สยองขวัญ. บทพูดดี / ลุ้นดี.  ดูจบแล้วอยากดูต่อ. 😍,Positive,False,noisy,synthetic_netflix_like_thai_3class_hard,th
ac7ab226-b1c5-48d1-85e5-ee48b25e5692,ม่ายด้ายดีเรย ดูแล้วรู้สึกเสียเวลาไปหน่อย. / ดูแล้วสะดุด / แต่ก็ เพลงพอใช้. คงไม่ดูซ้ำ. โอเคอยู่ 😐,Negative,False,noisy,synthetic_netflix_like_thai_3class_hard,th
ab65f9e1-be26-4c9f-a7aa-3cdf365c6648,ไม่ได้ดีขนาดนั้น ไม่ได้แย่ แต่ก็ไม่ได้ว้าว. ภาพโอเค้ / เพลงพอใช้ / แต่ จบลงตัว.  กลางๆ. 🫠,Neutral,False,noisy,synthetic_netflix_like_thai_3class_hard,th
7f5659db-02d1-466f-822f-3585c212617d,โห้…ดีจริงๆเนอะ ดูแล้วติดเลย อนิเมะไซไฟ. ไม่ยืด / ภาพดี / แต่ เดินเรื่องย้วย.  คุ้มเวลา.,Positive,True,clean,synthetic_netflix_like_thai_3class_hard,th
691093d9-d30c-4118-8ae8-f377a8e3513a,สนุกม้ากสำหรับแนวสยองขวัญ. พล็อตดี / จังหวะดี / แต่คือ ซาวด์รก.  คุ้มเวลา.,Positive,False,noisy,synthetic_netflix_like_thai_3class_hard,th
b87b1cfc-e749-4844-88de-8d9e17001a95,อนิเมะสืบสวนเรื่องนี้ดีเกินคาด ภาพดี   เดินเรื่องดี  ดูจบแล้วอยากดูต่อ wow 😐,Positive,False,noisy,synthetic_netflix_like_thai_3class_hard,th
